decision_id,decision,review_text
72QQXoy315AE,accepted,Perfection
95FYHse083YS,accepted,A brilliantly researched piece of work
68ZIRxb066QU,rejected,Awful
14MRLsf465EO,accepted,A brilliantly researched piece of work
77QPGht347BY,accepted,It is well worth reading
28ZOVao917CS,accepted,Perfection
27YQMem231OJ,rejected,It was a waste of time
09LDTpz254JS,accepted,It is well worth reading
42FYQqw842XY,accepted,Perfection
21UEZlf644HL,accepted,A brilliantly researched piece of work
58DWMog474JD,accepted,A brilliantly researched piece of work
28BBSnc807EY,accepted,It is well worth reading
23AXYgx579CT,rejected,I do not recommend reading it
88BFPoe103PV,accepted,Perfection
65HJSvy672VJ,accepted,It is well worth reading
31IQCuu419GA,rejected,Awful
50CUHis074UW,rejected,"The topic is dealt with superficially, I was expecting something more"
72VWFly935GY,accepted,A brilliantly researched piece of work
11XTLfk120BJ,accepted,Perfection
64ZSQxx817EV,accepted,Perfection
67GRZbw544XT,rejected,It was a waste of time
44EZZpd869HO,accepted,A brilliantly researched piece of work
00TNGku961OE,accepted,It is well worth reading
34XJJut284YE,accepted,It is well worth reading
57BBOui521ZO,accepted,A brilliantly researched piece of work
79CREgi776SJ,accepted,A brilliantly researched piece of work
92KYYbc226OS,accepted,Perfection
31TYIej743OD,accepted,It is well worth reading
58AOWsj087CO,accepted,Perfection
18UMCqf922IO,accepted,I recommend reading it
74ZIKia262FB,accepted,A brilliantly researched piece of work
89AUKlg351WU,rejected,Awful
99REMby625NE,accepted,It is well worth reading
53NLKcu019QR,accepted,It is well worth reading
42JWRvv753UO,accepted,I recommend reading it
80RUOcr750QR,accepted,I was blown away by this paper
92IFLgr579WI,rejected,I do not recommend reading it
87QYYxr288NM,accepted,It is well worth reading
53ENCtp769BV,rejected,"The topic is dealt with superficially, I was expecting something more"
37EIJze455OH,accepted,A brilliantly researched piece of work
75HPZhn962OP,accepted,A brilliantly researched piece of work
04OXZcg251GY,accepted,A brilliantly researched piece of work
11QWEpn321IH,accepted,I was blown away by this paper
73NKWbu316OI,accepted,A brilliantly researched piece of work
10WYTzu400WB,accepted,A brilliantly researched piece of work
30CHOpb287KU,rejected,I did not like it
81NZRrl437GG,accepted,Perfection
65CYXfw953RN,accepted,A brilliantly researched piece of work
72FXXjp781BX,accepted,Perfection
10CXWze449UV,accepted,I recommend reading it
64WAUox300XY,rejected,"The topic is dealt with superficially, I was expecting something more"
90WRWcl857RT,accepted,It is well worth reading
47OYCbh461SF,accepted,It is well worth reading
23OIRdu162PG,accepted,I was blown away by this paper
99GQHqg582DD,accepted,I recommend reading it
18NHGyj538AB,accepted,It is well worth reading
23IXRzm823ES,accepted,It is well worth reading
52RTSyy292UF,rejected,It was a waste of time
00QQJbr898KA,accepted,Perfection
95KIKbx145EO,accepted,I was blown away by this paper
64OFTby811OA,rejected,I do not recommend reading it
63TSIof335PC,accepted,I recommend reading it
91BLEot877UO,accepted,I was blown away by this paper
33UBKva086XW,accepted,I recommend reading it
18JZLev093BW,accepted,It is well worth reading
31JDHot232OB,accepted,Perfection
32AYGkc536QX,accepted,I was blown away by this paper
41IHSiq841AW,rejected,I did not like it
15DKAgk697PS,accepted,A brilliantly researched piece of work
00BVJje247YV,accepted,It is well worth reading
78VVZkf800LP,accepted,Perfection
89ZHVrb960TX,accepted,A brilliantly researched piece of work
34ZZMip529CV,rejected,Awful
95IKSpi412UR,accepted,A brilliantly researched piece of work
32TDRij960IJ,accepted,Perfection
74SFAvt000HH,rejected,I do not recommend reading it
89EESdh586QZ,rejected,It was a waste of time
93KVQdx202CE,accepted,Perfection
09QORdt098SO,accepted,I recommend reading it
62WILku333LQ,accepted,It is well worth reading
10PTNds964AL,accepted,It is well worth reading
53PXEgt798RH,rejected,"The topic is dealt with superficially, I was expecting something more"
53LMPqz949XG,rejected,Awful
96UHGhu677OH,accepted,It is well worth reading
75QZAir185OV,accepted,I was blown away by this paper
54YQQtt575LE,accepted,A brilliantly researched piece of work
69JINzc215AC,accepted,It is well worth reading
80MWOlr363GK,accepted,It is well worth reading
65WKZvt407WD,accepted,It is well worth reading
86KPQcl313DO,accepted,I was blown away by this paper
71JCGhx162XL,accepted,I was blown away by this paper
81CFEti493HH,accepted,A brilliantly researched piece of work
49KUQih599SV,accepted,A brilliantly researched piece of work
48LQAaq879VS,accepted,I recommend reading it
67DHAgq093FP,accepted,It is well worth reading
86CROaw490BV,rejected,Awful
83TFDaj615HC,accepted,A brilliantly researched piece of work
69HVUqz731XF,accepted,Perfection
03YRBdq122SU,accepted,Perfection
03JYCzq402UV,rejected,I do not recommend reading it
03PQAfd873IY,accepted,Perfection
61CQLww581TI,accepted,I was blown away by this paper
37CQPht579DM,accepted,I recommend reading it
73EJFfc792VZ,accepted,Perfection
59JPKzn292KG,accepted,I was blown away by this paper
86OCWoj648SY,accepted,It is well worth reading
60ZUJdo689CE,accepted,A brilliantly researched piece of work
85RKSno874BR,rejected,"The topic is dealt with superficially, I was expecting something more"
88OMBub192VM,rejected,Awful
37UVXdm471FC,accepted,I was blown away by this paper
05SDQnh026YM,accepted,It is well worth reading
48KIPad199TJ,accepted,It is well worth reading
45TDRur038QG,accepted,It is well worth reading
20QMZry252CI,accepted,I recommend reading it
31FCAvb183EO,accepted,Perfection
23SDZtg598NZ,accepted,A brilliantly researched piece of work
87XLVcv733UI,rejected,Awful
43GYFtd246WD,accepted,A brilliantly researched piece of work
89ICWqn364QV,accepted,I was blown away by this paper
33BEFty417WC,rejected,Awful
14KDTkw637WJ,accepted,It is well worth reading
97JSQkb406GN,rejected,"The topic is dealt with superficially, I was expecting something more"
55ODSgd650OQ,accepted,It is well worth reading
59XLGqu802NS,rejected,I do not recommend reading it
51CEPir755DG,rejected,Awful
97ESEau926LR,rejected,Awful
63IAPlf339DH,accepted,Perfection
08QPEex936XS,accepted,I recommend reading it
23BVZis093CE,accepted,A brilliantly researched piece of work
59NQLzv467VE,rejected,"The topic is dealt with superficially, I was expecting something more"
81WFGdl129YE,accepted,It is well worth reading
03PCCim910UF,rejected,"The topic is dealt with superficially, I was expecting something more"
63DFZhv014VL,accepted,A brilliantly researched piece of work
13NBCzx860FX,accepted,It is well worth reading
08IVFqr666AC,rejected,I did not like it
72YWOvy803EN,accepted,Perfection
51QMZpx276JI,accepted,It is well worth reading
92YONae854XV,accepted,Perfection
36DXIqa126XL,accepted,I was blown away by this paper
28TOYpr953RW,rejected,I did not like it
33ZLMuz625BK,accepted,A brilliantly researched piece of work
01TDFfx216QF,rejected,Awful
48UIRrd175KL,accepted,It is well worth reading
63FLRjq156DN,accepted,I was blown away by this paper
95XVNik990VP,accepted,Perfection
72WWDmp993HE,accepted,I was blown away by this paper
68CYFpm519PF,accepted,I was blown away by this paper
06NOEtb042WV,accepted,It is well worth reading
18QJZne712XE,rejected,Awful
84OXEol792KD,accepted,Perfection
56LZTvw432ET,accepted,It is well worth reading
03HHBwl641BX,accepted,A brilliantly researched piece of work
21NXVmw369NI,accepted,A brilliantly researched piece of work
31IICgc381VS,accepted,I was blown away by this paper
06WQTzv128YF,rejected,I did not like it
05CLMpt505FE,accepted,It is well worth reading
36NJZbt059WV,accepted,I recommend reading it
33VVRqq584CT,accepted,It is well worth reading
62BCYsh656KV,rejected,Awful
47KUNxd012IY,accepted,I recommend reading it
42YCVks361WV,rejected,Awful
45OUXlf762TI,accepted,It is well worth reading
26IPPjk309ZT,accepted,Perfection
52TCAiq409DC,accepted,It is well worth reading
54OTTju927BU,accepted,A brilliantly researched piece of work
98UCXza881HI,accepted,Perfection
36FYTex433MC,accepted,It is well worth reading
75FDCod912CK,accepted,Perfection
26JBIel648JO,accepted,I was blown away by this paper
77XEEyz777RV,accepted,I recommend reading it
18NXRke924MW,accepted,A brilliantly researched piece of work
69YCDms564ZL,accepted,It is well worth reading
18DCAgx138BN,rejected,"The topic is dealt with superficially, I was expecting something more"
67GCDzk693VQ,accepted,I was blown away by this paper
79TDMvx477TF,accepted,It is well worth reading
98DHVwu855KV,accepted,Perfection
06ENBiz281MH,accepted,I was blown away by this paper
79CDAur255ZD,rejected,Awful
82SPPnj519CH,accepted,It is well worth reading
90NEJnh568AB,accepted,Perfection
48QYIgu424LT,rejected,I do not recommend reading it
23AQUqq919JI,accepted,A brilliantly researched piece of work
92KLLhf204KQ,accepted,Perfection
15QDNgm919KU,accepted,It is well worth reading
78BAUqz085YL,accepted,I recommend reading it
71ZIYaw048GX,accepted,Perfection
78AVLbo320JK,accepted,I was blown away by this paper
37MSAte294IS,accepted,I recommend reading it
88VEKbd085DZ,accepted,I recommend reading it
46PXXlh939XF,rejected,I do not recommend reading it
40JFIcl627YU,accepted,I was blown away by this paper
28QKKgo716MA,accepted,Perfection
29RENsh779KR,accepted,I was blown away by this paper
40KLRsz937KE,accepted,It is well worth reading
54ZXVqr287RD,accepted,I recommend reading it
42MMIxt977WG,accepted,I recommend reading it
27DRTom615UN,accepted,I was blown away by this paper
42PVQoa098YN,accepted,Perfection
17SGTom332VV,accepted,A brilliantly researched piece of work
39ALDdf816MB,accepted,I recommend reading it
42QKFts382FG,accepted,I recommend reading it
56XQAsf989WL,accepted,I was blown away by this paper
88ZZIdz553EW,accepted,I recommend reading it
07DWUce349TA,rejected,It was a waste of time
42LPTma677YW,accepted,I was blown away by this paper
07AGHzl115BC,rejected,"The topic is dealt with superficially, I was expecting something more"
59OGViu290TH,rejected,It was a waste of time
71HCZfx473LD,accepted,A brilliantly researched piece of work
89DAMxd456TR,accepted,A brilliantly researched piece of work
62SZSoc881YH,accepted,A brilliantly researched piece of work
70SWRhw794CZ,accepted,Perfection
13GORsj276LY,accepted,It is well worth reading
32CGPxw940AO,accepted,Perfection
02IVPas314MQ,accepted,It is well worth reading
43CLQqa062YL,accepted,I recommend reading it
29XUXyt856BF,rejected,Awful
58VQJri154CI,accepted,I recommend reading it
62JZHko427AX,rejected,Awful
34WYPpe185GC,accepted,I recommend reading it
14HBLyu372PR,rejected,"The topic is dealt with superficially, I was expecting something more"
56DKXdg915XY,rejected,I did not like it
51REJjf109WD,rejected,I do not recommend reading it
12ADDda943NN,accepted,It is well worth reading
57FEIyl456SV,rejected,I did not like it
41HDWbb893VH,accepted,Perfection
19KBByo668DK,accepted,I recommend reading it
05KQNbl242NV,accepted,A brilliantly researched piece of work
17GCJwh168JW,accepted,I was blown away by this paper
29ZBAxh373LL,accepted,Perfection
49HNZxr786RT,accepted,I recommend reading it
61DKXwn649TM,accepted,I was blown away by this paper
34OPMfo688TP,accepted,I recommend reading it
60FRZkx325LS,accepted,Perfection
85XJSvr969LB,rejected,"The topic is dealt with superficially, I was expecting something more"
04IWIod943PZ,accepted,I recommend reading it
52YRTfi227KZ,rejected,I do not recommend reading it
95JPTcg320ZR,accepted,It is well worth reading
88GPUzg846US,accepted,A brilliantly researched piece of work
13YIAko232KX,accepted,A brilliantly researched piece of work
84OPZig760VS,rejected,It was a waste of time
84ONTls533YW,rejected,"The topic is dealt with superficially, I was expecting something more"
90ARDmd266NL,accepted,A brilliantly researched piece of work
25JQFgx683KH,rejected,"The topic is dealt with superficially, I was expecting something more"
37HPOgx558KP,accepted,It is well worth reading
49PMJdk366XK,rejected,I do not recommend reading it
23GQFum596UG,accepted,Perfection
52FTYhv564LS,accepted,I was blown away by this paper
05DSKjj157TP,accepted,A brilliantly researched piece of work
66CPQlh890PZ,accepted,I was blown away by this paper
72PAKdi080DQ,accepted,It is well worth reading
52TTKbs130BA,rejected,Awful
72DVZqq350GD,accepted,A brilliantly researched piece of work
29GUJtn777FX,accepted,I was blown away by this paper
23AXYsy616RU,accepted,A brilliantly researched piece of work
84EIZhu040IY,accepted,Perfection
62YFUqn458ZE,accepted,I was blown away by this paper
09ZTJdq048SU,accepted,Perfection
45JBCek566WA,accepted,I was blown away by this paper
72IDHbi396ZY,rejected,"The topic is dealt with superficially, I was expecting something more"
75YQYtr534LP,rejected,I do not recommend reading it
17QVAtr154FJ,accepted,A brilliantly researched piece of work
79LMAoc645CD,accepted,A brilliantly researched piece of work
70NWLsi941SL,rejected,"The topic is dealt with superficially, I was expecting something more"
27QLQwr791UR,accepted,Perfection
74SKCwf379XG,accepted,I recommend reading it
34FVWar610IX,accepted,Perfection
71GTGpo264YY,accepted,It is well worth reading
68JQRvu317KP,accepted,Perfection
43ARLzt509BJ,accepted,It is well worth reading
01RVBpg642FY,accepted,I was blown away by this paper
16QPDqi273QA,accepted,Perfection
45KGGvy826FK,rejected,Awful
90RKFod506FU,accepted,I was blown away by this paper
45HQLhe666AU,accepted,It is well worth reading
13THAzo055SB,accepted,It is well worth reading
45DCPfj397VJ,accepted,Perfection
71UKNeo426TL,accepted,A brilliantly researched piece of work
98ODMsb289MS,rejected,"The topic is dealt with superficially, I was expecting something more"
28BFCvh736FI,rejected,"The topic is dealt with superficially, I was expecting something more"
53CUJrq177OC,accepted,I recommend reading it
57RDMow560BQ,accepted,I was blown away by this paper
46ZMNjv298KA,accepted,It is well worth reading
38HEIdv449YY,accepted,Perfection
70IANus681WR,rejected,I did not like it
31ZVHoj270EQ,rejected,"The topic is dealt with superficially, I was expecting something more"
68PCRey516YO,accepted,Perfection
27KSVso247HG,accepted,It is well worth reading
85VWHvj430VZ,accepted,It is well worth reading
92KKRct987GP,rejected,Awful
63LXYbn625BI,rejected,"The topic is dealt with superficially, I was expecting something more"
98QIFkr433VY,accepted,It is well worth reading
37CGZhh087VS,accepted,I was blown away by this paper
86MJMks976HE,accepted,Perfection
75JSOsb931FR,rejected,I did not like it
44LKHlh873AS,accepted,Perfection
62XOBad843AO,accepted,I recommend reading it
13XHZzg961IM,rejected,Awful
80ORBwb071PN,accepted,I recommend reading it
08YZMwo286LD,accepted,It is well worth reading
72BZJnr736XR,rejected,I do not recommend reading it
07GHZtr649EU,rejected,I do not recommend reading it
04XOCil064QP,accepted,I was blown away by this paper
75HYGzl448JY,accepted,I recommend reading it
64YQBbw877AN,rejected,It was a waste of time
24HYPbm441DS,accepted,Perfection
40KYOij637GJ,accepted,Perfection
31VUUxc461PL,rejected,I do not recommend reading it
15FPAoc713AT,accepted,It is well worth reading
69BDTbk463NU,accepted,Perfection
37THVhn275DI,accepted,I was blown away by this paper
75UEZrp678VI,accepted,I was blown away by this paper
75TAHfq456IA,accepted,I recommend reading it
94ODUki242MC,accepted,It is well worth reading
09GQWey309NY,rejected,It was a waste of time
78WEDnk288SV,rejected,"The topic is dealt with superficially, I was expecting something more"
11UUMjt593XP,accepted,I recommend reading it
59MIXxj868YR,accepted,A brilliantly researched piece of work
50ZVQua746IV,accepted,I was blown away by this paper
70IETay754FK,accepted,A brilliantly researched piece of work
86BJBgs240DV,accepted,I recommend reading it
24PVKcs571NJ,rejected,Awful
53IATmr289IQ,accepted,A brilliantly researched piece of work
01YRGmd687MC,accepted,It is well worth reading
46WZEgp885UD,rejected,It was a waste of time
14DTYbm678FM,rejected,I did not like it
73EPMqq948AF,accepted,I recommend reading it
45POUmk055ZY,accepted,It is well worth reading
13SOPgr388JE,accepted,It is well worth reading
07QEHld671HR,accepted,A brilliantly researched piece of work
20HQKhf761GY,accepted,A brilliantly researched piece of work
01GHLnb975GJ,accepted,A brilliantly researched piece of work
32VESks434BZ,accepted,It is well worth reading
40QPIia900HC,accepted,I was blown away by this paper
33KQUkd461AK,rejected,It was a waste of time
90WMGxj850LA,accepted,It is well worth reading
85WYBon271BN,rejected,"The topic is dealt with superficially, I was expecting something more"
79ALVjf873GN,rejected,"The topic is dealt with superficially, I was expecting something more"
13RDAev178HH,accepted,Perfection
32KBXou359SP,accepted,It is well worth reading
76LCDgt691ME,accepted,I was blown away by this paper
18UHUge812ED,accepted,I was blown away by this paper
12HEIqi438KG,accepted,A brilliantly researched piece of work
42WCYcg212VK,accepted,It is well worth reading
36MCMgv439QD,accepted,It is well worth reading
32QLHjt468AL,accepted,Perfection
91YIJwf027EF,accepted,It is well worth reading
59LJKup252EB,accepted,It is well worth reading
70HQVwl781XM,rejected,I did not like it
71PYRar874WI,accepted,It is well worth reading
77ZTWsy393KJ,accepted,It is well worth reading
11WCEds175LT,accepted,A brilliantly researched piece of work
55GRSsn399HB,accepted,A brilliantly researched piece of work
85LONtb917IE,accepted,I was blown away by this paper
61CYLuj409FJ,accepted,It is well worth reading
60DLQlj626MS,accepted,A brilliantly researched piece of work
67ULBzy642SI,accepted,It is well worth reading
00CHQvy218TD,accepted,A brilliantly researched piece of work
22NYJru872GZ,accepted,It is well worth reading
88TIMps610JW,rejected,I did not like it
38CASyu635ZV,accepted,A brilliantly researched piece of work
84YKRfy779RD,accepted,Perfection
52GLSef454XR,accepted,A brilliantly researched piece of work
66GCNqu564SY,accepted,I was blown away by this paper
63YVNsj523CS,accepted,A brilliantly researched piece of work
35FBDzv501XK,accepted,It is well worth reading
46ZEEck040NC,accepted,I was blown away by this paper
91KLKbj808PE,accepted,Perfection
04WXUrp475MY,rejected,I do not recommend reading it
34TUIha490ET,accepted,Perfection
55HFKhz109BQ,accepted,A brilliantly researched piece of work
34DFMiv153YF,accepted,I was blown away by this paper
09XQYdu525VM,rejected,I did not like it
95AMKuw814IQ,accepted,It is well worth reading
77JVGgu846TE,accepted,A brilliantly researched piece of work
78UQHla766ZM,accepted,Perfection
80MGWqh086PI,rejected,Awful
99SSPmx648WI,rejected,I did not like it
23YUXuj766YE,accepted,It is well worth reading
87RZMxd413JD,rejected,I did not like it
88VXTng937QH,rejected,Awful
82JLWts124AQ,accepted,I was blown away by this paper
26KDNep478EW,accepted,I was blown away by this paper
17DTVfl867IV,accepted,Perfection
37YPUxf879JM,accepted,A brilliantly researched piece of work
94KKMnf789LS,accepted,It is well worth reading
03WNMky096ML,accepted,A brilliantly researched piece of work
08HCJcf865YZ,rejected,Awful
62DBOgb096PP,accepted,I was blown away by this paper
04EEUoa998DN,rejected,I did not like it
29TLHnm806ZU,accepted,I recommend reading it
91HHBvk962NQ,accepted,I was blown away by this paper
39FZJns214KA,accepted,It is well worth reading
44MTJng227PM,rejected,Awful
33UYVta391QI,accepted,I recommend reading it
92GQPzw755UN,accepted,It is well worth reading
19GNKgw066RK,accepted,I was blown away by this paper
73APPpe106EQ,accepted,I recommend reading it
30QDKwl178PR,rejected,I did not like it
02PLTgh521HA,rejected,I did not like it
40STIjs121AD,rejected,Awful
14EJNaf443IS,accepted,Perfection
26UVVpl021KN,accepted,A brilliantly researched piece of work
72MBZzj714XH,accepted,A brilliantly researched piece of work
87RRGqs066RN,accepted,Perfection
99OQGmu520SY,accepted,I was blown away by this paper
41WEBqp666TF,accepted,It is well worth reading
22XMWxv662KD,accepted,I recommend reading it
44IQPwy828FI,accepted,I recommend reading it
27ZYWeh093LS,accepted,A brilliantly researched piece of work
91ALHzz345VV,accepted,Perfection
38QKDwd695PA,rejected,"The topic is dealt with superficially, I was expecting something more"
14YQGkh666AS,accepted,I was blown away by this paper
18UXVet847DM,accepted,A brilliantly researched piece of work
30HTXjq324FY,accepted,A brilliantly researched piece of work
84LBYzu766NY,accepted,A brilliantly researched piece of work
49FMRsp527EO,accepted,Perfection
32AQFyd968YH,accepted,It is well worth reading
96FTZfp416LU,rejected,I do not recommend reading it
67HJMeg934CQ,accepted,Perfection
69VUIom879RM,accepted,It is well worth reading
78BYQni743RX,rejected,It was a waste of time
45VFJea259OI,accepted,It is well worth reading
21WHKqz838GZ,accepted,Perfection
51RCAxb031NY,accepted,A brilliantly researched piece of work
33DCEwm995RK,accepted,I was blown away by this paper
23JUOnw687PQ,rejected,I do not recommend reading it
64JJAqu851JE,rejected,I did not like it
90GVTrt640UT,rejected,I did not like it
57QQEnf445AS,accepted,I recommend reading it
72CMDqm405JC,accepted,A brilliantly researched piece of work
11JJCgn914RA,accepted,It is well worth reading
85ZPSqn009PA,accepted,A brilliantly researched piece of work
77MXBie584GW,accepted,A brilliantly researched piece of work
67IVYkp870NC,accepted,I recommend reading it
46KRXuo623ZD,accepted,A brilliantly researched piece of work
89DVXep268BD,rejected,I do not recommend reading it
73VRWop463HA,rejected,I do not recommend reading it
04IYRhr288DP,accepted,I recommend reading it
74SRVky928OF,accepted,It is well worth reading
92CDHxy500ZQ,accepted,A brilliantly researched piece of work
04QMGif971CQ,accepted,A brilliantly researched piece of work
49XGVpu843UD,accepted,Perfection
95AFVic011JY,accepted,A brilliantly researched piece of work
31BZIzj064QL,rejected,I did not like it
86ULQty135GH,accepted,It is well worth reading
84LDXls401GB,accepted,A brilliantly researched piece of work
64RMAbh077SH,accepted,I recommend reading it
22LUMyt021KW,accepted,I recommend reading it
69GTCac969HY,accepted,Perfection
63GZJvz691NH,rejected,Awful
17LQWau599YK,accepted,A brilliantly researched piece of work
59DQCzb347SY,accepted,A brilliantly researched piece of work
51EIIef792UK,rejected,"The topic is dealt with superficially, I was expecting something more"
23PAVow716DF,accepted,It is well worth reading
10FGFlv287IC,accepted,I was blown away by this paper
91LCBcb188VU,accepted,I was blown away by this paper
64QXSpd434ER,accepted,I recommend reading it
98PEQna388EK,accepted,I recommend reading it
26PVJcn955PP,accepted,I recommend reading it
23XHOlr273VX,accepted,A brilliantly researched piece of work
90TXPbh077AG,accepted,A brilliantly researched piece of work
16UCZtd788IV,accepted,I recommend reading it
34QZIvu162JJ,accepted,Perfection
33PKLja881YQ,accepted,Perfection
34LOIgq392VQ,accepted,It is well worth reading
25JNDib839MO,accepted,Perfection
70GYVro187FE,accepted,I was blown away by this paper
51AETep381IB,accepted,A brilliantly researched piece of work
62DIRht621GG,accepted,I was blown away by this paper
09RQErm725UV,accepted,I recommend reading it
50DHRpt393GZ,accepted,Perfection
29DDPff996JU,rejected,I did not like it
03LXXdu268OP,accepted,I was blown away by this paper
55ADXgj354JY,accepted,A brilliantly researched piece of work
64GQYzo381QW,accepted,A brilliantly researched piece of work
73MIWys745UN,accepted,A brilliantly researched piece of work
50MPOpx755KH,rejected,Awful
07JYBbd219CC,accepted,It is well worth reading
53YQAhl379VS,rejected,"The topic is dealt with superficially, I was expecting something more"
97YSYsf668OQ,rejected,Awful
42XKNpk485DO,accepted,Perfection
85SXTnp458CT,accepted,It is well worth reading
97PLNvd984DD,rejected,I did not like it
36SATmn328XF,accepted,Perfection
11XIXbu904UT,rejected,I did not like it
61PWLme488SW,accepted,Perfection
38XZNsf061EN,accepted,A brilliantly researched piece of work
84PGReo441LE,accepted,A brilliantly researched piece of work
85DSVdz397YH,accepted,A brilliantly researched piece of work
30ILQrr865CO,rejected,I did not like it
34BLCve090BZ,rejected,Awful
51KQSqg396BJ,accepted,Perfection
83TQNto657EE,accepted,Perfection
93FELjd130EX,rejected,I do not recommend reading it
67DCQkb974PS,rejected,Awful
70KNKtz930LB,rejected,Awful
68EIOqu080XJ,accepted,A brilliantly researched piece of work
12ATDds061KJ,accepted,Perfection
52CQCys897JW,rejected,I do not recommend reading it
68HSXfc816AP,rejected,I do not recommend reading it
34BNXwp247YH,accepted,It is well worth reading
50JFFyh521TI,accepted,I was blown away by this paper
43HJQpg181LV,accepted,Perfection
25UVBmt666MA,rejected,"The topic is dealt with superficially, I was expecting something more"
64IVUeo684CP,accepted,It is well worth reading
24HIMwr184AP,accepted,Perfection
36SYBrx446AX,accepted,Perfection
91SZPkw059QI,accepted,It is well worth reading
63MUYmp382CY,accepted,I was blown away by this paper
54JGHdk967DR,accepted,Perfection
56BUTtr089VE,accepted,It is well worth reading
92FZQcb961IW,accepted,It is well worth reading
08YHHdl169MH,rejected,"The topic is dealt with superficially, I was expecting something more"
85IUUfl632VB,accepted,Perfection
13XDCjk902RN,accepted,A brilliantly researched piece of work
62AYTtu492LM,rejected,I did not like it
49HGIwo764BI,accepted,It is well worth reading
40HQMoy293QK,accepted,A brilliantly researched piece of work
57HQNdu146BO,accepted,I recommend reading it
04BFVfa069IV,accepted,A brilliantly researched piece of work
67YOZfo154VU,accepted,It is well worth reading
48XCVfy795AK,accepted,A brilliantly researched piece of work
07DSUro705JG,accepted,Perfection
90TBFxt663DS,rejected,Awful
04SNJzb997IZ,accepted,I was blown away by this paper
87BNDcc055JT,accepted,I was blown away by this paper
49IEAvi258ME,accepted,It is well worth reading
88MPAht444MT,accepted,It is well worth reading
99BDHly486SU,accepted,I was blown away by this paper
44XVZlk647IZ,rejected,I did not like it
42OLQka786PF,rejected,It was a waste of time
55PAVbr509VF,accepted,I recommend reading it
58NDMkd671BI,accepted,I recommend reading it
59STGvp569UC,rejected,Awful
69VCNnd741XH,accepted,Perfection
37NPOsp124MV,accepted,A brilliantly researched piece of work
75JRAuy003GB,accepted,A brilliantly researched piece of work
12WLSoy532ZC,accepted,Perfection
14SPRhp213YK,accepted,Perfection
23WXIha405ZA,accepted,I recommend reading it
43XNLnr786TU,accepted,Perfection
30CMEfm793JV,accepted,A brilliantly researched piece of work
63EYUrh398VO,accepted,It is well worth reading
59IZTqr292AJ,accepted,Perfection
21FIRnf748IL,accepted,It is well worth reading
86OGBbj771JZ,accepted,Perfection
30NHNlk674BH,rejected,"The topic is dealt with superficially, I was expecting something more"
03PDLcg236BE,rejected,I did not like it
73FCRck789QB,accepted,I was blown away by this paper
04KNLte555JK,accepted,Perfection
02APTow714AE,accepted,A brilliantly researched piece of work
96NGZeo700XF,accepted,I was blown away by this paper
99TOTiz707VP,rejected,It was a waste of time
37RUAzk231ZO,accepted,I was blown away by this paper
22OPKaj631YD,accepted,A brilliantly researched piece of work
00LIWcb293OX,rejected,I do not recommend reading it
66MESmu620ZX,rejected,It was a waste of time
91BLMkl742SQ,accepted,It is well worth reading
34PAOif961OS,accepted,Perfection
36TIQze330RC,accepted,A brilliantly researched piece of work
26GYMgr098UZ,accepted,A brilliantly researched piece of work
65HNHhh916AU,accepted,It is well worth reading
08TVRvh096IC,accepted,I recommend reading it
97HYZxe032ID,accepted,I recommend reading it
20ZXReo231YF,accepted,I was blown away by this paper
63PGKvt130ZN,accepted,I was blown away by this paper
23QFFfj654OL,accepted,Perfection
34MVUaa022KI,accepted,Perfection
16OUHky248UH,accepted,It is well worth reading
24RKDby202XD,accepted,It is well worth reading
75DGMbu941NJ,rejected,It was a waste of time
16LJFxj838MY,accepted,A brilliantly researched piece of work
94WKVjl644PQ,accepted,A brilliantly researched piece of work
39TPSdv218OE,accepted,A brilliantly researched piece of work
00OYNgb582PW,accepted,It is well worth reading
10UKFox808JS,rejected,Awful
50SNNpq875CZ,accepted,It is well worth reading
11XEOoj865KA,rejected,I did not like it
74WKVsh581UQ,accepted,I recommend reading it
05HKRfj172JC,accepted,I recommend reading it
95ODRnk922LD,rejected,It was a waste of time
40YVMep507EQ,accepted,Perfection
76JUQsq830CD,accepted,Perfection
76BPVbv344TW,accepted,I was blown away by this paper
31XEItl423KJ,accepted,I was blown away by this paper
77FDAls438BW,accepted,It is well worth reading
63KNPfv001XE,accepted,I recommend reading it
41LIBzr324MH,accepted,I was blown away by this paper
82KWExi599QO,rejected,"The topic is dealt with superficially, I was expecting something more"
71NLWry250XF,accepted,I was blown away by this paper
41NWAba094BX,rejected,Awful
22GMLuz517NC,accepted,A brilliantly researched piece of work
21KOZoh424AH,accepted,Perfection
96SVTub378ZH,accepted,A brilliantly researched piece of work
99HBJdz826CV,accepted,I recommend reading it
94LRIss717XO,accepted,I was blown away by this paper
31DSTar725ZX,accepted,It is well worth reading
70XIRok754LD,rejected,"The topic is dealt with superficially, I was expecting something more"
61WKVrb496QS,accepted,I recommend reading it
09HMTli602EF,rejected,It was a waste of time
06BUHpo682VS,accepted,Perfection
13CTQrs048IP,accepted,I was blown away by this paper
00IZAjv550ML,rejected,Awful
71OAHmi351LA,rejected,"The topic is dealt with superficially, I was expecting something more"
32LJQko725DF,rejected,"The topic is dealt with superficially, I was expecting something more"
67FAWps219CE,accepted,It is well worth reading
77VYFlk872FU,rejected,I do not recommend reading it
08SNDug377QO,accepted,I recommend reading it
